2015-04-16 20:55:08,403 DEBUG MissionPlanner.Utilities.ThemeManager - Theme set to None (:0) [1]
2015-04-16 20:55:24,801  INFO MissionPlanner._3DRradio - Connect btr 0 baud 57600 (:0) [1]
2015-04-16 20:55:29,923  INFO MissionPlanner._3DRradio - Doing Command ATO (:0) [1]
2015-04-16 20:55:30,924  INFO MissionPlanner._3DRradio - cmd ATO echo  (:0) [1]
2015-04-16 20:55:31,974  INFO MissionPlanner._3DRradio - response 0 
 (:0) [1]
2015-04-16 20:55:34,161  INFO MissionPlanner._3DRradio - Trying Bootloader Mode (:0) [1]
2015-04-16 20:55:34,203  INFO MissionPlanner._3DRradio - In Bootloader Mode (:0) [1]
2015-04-16 20:55:34,250  INFO MissionPlanner._3DRradio - Connected to board DEVICE_ID_HM_TRP freq FREQ_433 (:0) [1]
2015-04-16 20:55:34,252  INFO MissionPlanner._3DRradio - connected to bootloader
 (:0) [1]
2015-04-16 20:55:34,275  INFO MissionPlanner.Common - Get http://firmware.diydrones.com/SiK/stable/radio~hm_trp.ihx (:0) [1]
2015-04-16 20:55:34,626  INFO MissionPlanner.Common - OK (:0) [1]
2015-04-16 20:55:34,628 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 168512 (:0) [1]
2015-04-16 20:55:34,628 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 167488 (:0) [1]
2015-04-16 20:55:34,628 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 166464 (:0) [1]
2015-04-16 20:55:34,628 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 165440 (:0) [1]
2015-04-16 20:55:34,628 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 164680 (:0) [1]
2015-04-16 20:55:34,629 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 163656 (:0) [1]
2015-04-16 20:55:34,629 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 162632 (:0) [1]
2015-04-16 20:55:34,629 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 161608 (:0) [1]
2015-04-16 20:55:34,629 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 160584 (:0) [1]
2015-04-16 20:55:34,629 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 159560 (:0) [1]
2015-04-16 20:55:34,629 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 158536 (:0) [1]
2015-04-16 20:55:34,629 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 157512 (:0) [1]
2015-04-16 20:55:34,629 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 156488 (:0) [1]
2015-04-16 20:55:34,629 DEBUG MissionPlanner.Common - C:\projects\racequad\tools\3drradioconfig\radio.hex 155464 (:0) [1]
